0 96 0.33117 1502988311.0
1 137 0.003995 1502988342.0
2 166 0.405343 1502988364.0
3 245 0.057572 1502988423.0
4 275 0.122884 1502988444.0
5 296 1.411328 1502988461.0
6 395 0.017194 1502988554.0
7 435 0.114185 1502988584.0
8 460 0.04639 1502988603.0
9 545 0.157622 1502988668.0
10 573 0.0923 1502988689.0
11 594 0.09329 1502988705.0
12 687 0.234325 1502988798.0
13 727 0.100937 1502988829.0
14 756 0.968924 1502988852.0
15 843 0.360428 1502988916.0
16 869 0.174142 1502988936.0
17 884 0.44149 1502988948.0
18 1015 0.047287 1502989042.0
19 1103 0.115934 1502989073.0
20 1153 0.383771 1502989093.0
21 1240 0.121083 1502989157.0
22 1317 0.210987 1502989178.0
23 1352 1.189846 1502989193.0
24 1481 0.042152 1502991810.0
25 1568 0.026443 1502991841.0
26 1650 0.238128 1502991873.0
27 1729 0.169538 1502991904.0
28 1810 0.099223 1502991936.0
29 1887 0.032246 1502991966.0
30 1966 0.036333 1502991997.0
31 2047 0.038352 1502992029.0
32 2126 0.107049 1502992060.0
33 2206 0.090993 1502992091.0
34 2282 0.044132 1502992121.0
35 2359 0.08723 1502992151.0
36 2435 0.04789 1502992181.0
37 2493 0.382682 1502992204.0
38 2578 0.05338 1502992269.0
39 2657 0.078494 1502992291.0
40 2710 0.122797 1502992312.0
41 2763 0.057354 1502992333.0
42 2816 0.258647 1502992354.0
43 2870 0.073281 1502992375.0
44 2926 0.205282 1502992397.0
45 2979 0.003995 1502992418.0
46 3033 0.069318 1502992439.0
47 3086 0.13476 1502992460.0
48 3140 0.200082 1502992481.0
49 3193 0.001203 1502992502.0
50 3249 0.130801 1502992524.0
51 3272 1.069739 1502992534.0
52 3390 0.057708 1502992627.0
53 3480 0.255789 1502992658.0
54 3557 0.079346 1502992689.0
55 3639 0.185296 1502992721.0
56 3715 0.050086 1502992751.0
57 3794 0.018442 1502992782.0
58 3876 0.246202 1502992814.0
59 3957 0.022372 1502992846.0
60 4036 0.175712 1502992877.0
61 4117 0.092862 1502992909.0
62 4194 0.038539 1502992939.0
63 4270 0.096539 1502992969.0
64 4349 0.101539 1502993000.0
65 4408 0.699884 1502993024.0
66 4508 0.103906 1502993089.0
67 4583 0.027991 1502993111.0
68 4640 0.16001 1502993133.0
69 4696 0.24131 1502993155.0
70 4753 0.109295 1502993177.0
71 4807 0.04396 1502993198.0
72 4864 0.178675 1502993220.0
73 4921 0.046654 1502993242.0
74 4978 0.085363 1502993264.0
75 5035 0.217259 1502993286.0
76 5089 0.015985 1502993307.0
77 5143 0.18529 1502993328.0
78 5200 0.053273 1502993350.0
79 5215 1.187005 1502993357.0
80 5348 0.05939 1502993450.0
81 5435 0.127903 1502993481.0
82 5515 0.07019 1502993512.0
83 5597 0.068232 1502993544.0
84 5677 0.000408 1502993575.0
85 5755 0.131123 1502993605.0
86 5834 0.204129 1502993636.0
87 5915 0.260693 1502993667.0
88 5997 0.007997 1502993699.0
89 6077 0.076516 1502993730.0
90 6157 0.121574 1502993761.0
91 6235 0.253104 1502993791.0
92 6314 0.082152 1502993822.0
93 6366 0.083375 1502993842.0
94 6449 0.087289 1502993906.0
95 6531 0.044732 1502993928.0
96 6585 0.110069 1502993949.0
97 6642 0.242093 1502993971.0
98 6696 0.040819 1502993992.0
99 6750 0.106157 1502994013.0
100 6804 0.095115 1502994034.0
101 6861 0.036904 1502994056.0
102 6915 0.102241 1502994077.0
103 6969 0.099032 1502994098.0
104 7023 0.033697 1502994119.0
105 7080 0.168286 1502994141.0
106 7134 0.10295 1502994162.0
107 7166 0.837075 1502994175.0
108 7296 0.023938 1502994268.0
109 7382 0.155347 1502994298.0
110 7455 0.313024 1502994327.0
111 7610 0.082433 1502994401.0
112 7649 1.051792 1502994416.0
113 7778 0.58916 1502994483.0
114 7906 0.126997 1502997849.0
115 7996 0.20819 1502997880.0
116 8074 0.189891 1502997910.0
117 8151 0.054631 1502997940.0
118 8226 0.119425 1502997969.0
119 8301 0.184345 1502997998.0
120 8376 0.017464 1502998027.0
121 8451 0.047336 1502998056.0
122 8525 0.154468 1502998085.0
123 8600 0.089662 1502998114.0
124 8675 0.02473 1502998143.0
125 8750 0.040087 1502998172.0
126 8824 0.161717 1502998201.0
127 8870 1.296206 1502998220.0
128 8956 0.09967 1502998285.0
129 9036 0.03494 1502998307.0
130 9093 0.096937 1502998329.0
131 9150 0.228941 1502998351.0
132 9209 0.160895 1502998374.0
133 9266 0.026165 1502998396.0
134 9325 0.041879 1502998419.0
135 9384 0.110047 1502998442.0
136 9442 0.021959 1502998464.0
137 9498 0.112767 1502998486.0
138 9555 0.247367 1502998508.0
139 9612 0.115486 1502998530.0
140 9672 0.083083 1502998553.0
141 9706 0.850974 1502998567.0
142 9818 0.123128 1502998654.0
143 9909 0.258198 1502998684.0
144 9986 0.139921 1502998714.0
145 10063 0.261893 1502998744.0
146 10138 0.197059 1502998773.0
147 10216 0.065537 1502998803.0
148 10288 0.067255 1502998831.0
149 10363 0.264194 1502998860.0
150 10437 0.204184 1502998889.0
151 10510 0.060708 1502998917.0
152 10582 0.058988 1502998945.0
153 10657 0.123951 1502998974.0
154 10729 0.122234 1502999002.0
155 10784 0.545826 1502999024.0
156 10871 0.050153 1502999089.0
157 10950 0.182173 1502999111.0
158 11009 0.114143 1502999134.0
159 11068 0.04599 1502999157.0
160 11128 0.244573 1502999180.0
161 11184 0.156755 1502999202.0
162 11244 0.041822 1502999225.0
163 11303 0.026208 1502999248.0
164 11360 0.105811 1502999270.0
165 11417 0.237705 1502999292.0
166 11476 0.096934 1502999315.0
167 11533 0.03496 1502999337.0
168 11593 0.233536 1502999360.0
169 11625 1.500466 1502999374.0
170 11747 0.027367 1502999461.0
171 11834 0.107707 1502999491.0
172 11913 0.176349 1502999522.0
173 11990 0.044817 1502999552.0
174 12067 0.086711 1502999582.0
175 12140 0.11505 1502999611.0
176 12214 0.050203 1502999640.0
177 12286 0.214688 1502999668.0
178 12360 0.012925 1502999697.0
179 12431 0.01121 1502999725.0
180 12505 0.076179 1502999754.0
181 12576 0.074465 1502999782.0
182 12648 0.072749 1502999810.0
183 12691 0.861671 1502999828.0
184 12795 0.132688 1502999899.0
185 12871 0.065891 1502999922.0
186 12930 0.264474 1502999945.0
187 12988 0.070281 1502999968.0
188 13047 0.128283 1502999991.0
189 13103 0.006432 1503000013.0
190 13162 0.192156 1503000036.0
191 13218 0.05756 1503000058.0
192 13274 0.077149 1503000080.0
193 13330 0.054876 1503000102.0
194 13386 0.079841 1503000124.0
195 13442 0.214565 1503000146.0
196 13498 0.082544 1503000168.0
197 13517 1.882969 1503000177.0
198 13639 0.021855 1503000265.0
199 13722 0.243179 1503000293.0
200 13797 0.107969 1503000323.0
201 13872 0.027226 1503000353.0
202 13945 0.228991 1503000382.0
203 14022 0.097467 1503000412.0
204 14101 0.100633 1503000443.0
205 14177 0.034577 1503000473.0
206 14254 0.096952 1503000503.0
207 14327 0.104812 1503000532.0
208 14401 0.039969 1503000561.0
209 14475 0.02501 1503000590.0
210 14546 0.02329 1503000618.0
211 14594 0.311232 1503000637.0
212 14694 0.115596 1503000708.0
213 14772 0.082986 1503000731.0
214 14830 0.014962 1503000754.0
215 14886 0.119753 1503000776.0
216 14942 0.012269 1503000798.0
217 15001 0.05588 1503000821.0
218 15059 0.123914 1503000844.0
219 15115 0.258627 1503000866.0
